match_id,match_num,jc_date,league_name_jc,home_team_cn,away_team_cn,full_score_raw,half_score_raw,hcp_sp_home_now,hcp_sp_draw_now,hcp_sp_away_now,hcp_line_now,bettingSingle,poolStatus,hcp_p_home_now,hcp_p_draw_now,hcp_p_away_now,hcp_p_home_minus_away_now,home_team_fbref,away_team_fbref,home_GF,home_GA,home_xG,home_xGA,home_Pts,home_Home.xG,home_Home.xGA,home_Away.xG,home_Away.xGA,home_def_strength,home_off_buildup,home_tempo,away_GF,away_GA,away_xG,away_xGA,away_Pts,away_Home.xG,away_Home.xGA,away_Away.xG,away_Away.xGA,away_def_strength,away_off_buildup,away_tempo,tempo_diff,bonus_isCancel,spf_sp_home_open,spf_sp_draw_open,spf_sp_away_open,spf_sp_home_close,spf_sp_draw_close,spf_sp_away_close,spf_p_home_close,spf_p_draw_close,spf_p_away_close,spf_p_home_minus_away_close,hcp_sp_home_open,hcp_sp_draw_open,hcp_sp_away_open,hcp_line_open,hcp_sp_home_close,hcp_sp_draw_close,hcp_sp_away_close,hcp_line_close,hcp_p_home_close,hcp_p_draw_close,hcp_p_away_close,hcp_p_home_minus_away_close,bonus_score,home_team_short_name,away_team_short_name,home_goal_avg_cnt,away_goal_avg_cnt,home_goal_avg_ratio,away_goal_avg_ratio,home_loss_goal_avg_cnt,away_loss_goal_avg_cnt,home_loss_goal_avg_ratio,away_loss_goal_avg_ratio,home_win_cnt,home_draw_cnt,home_loss_cnt,away_win_cnt,away_draw_cnt,away_loss_cnt,home_score_ratio,away_score_ratio,total_leg_cnt,same_home_win_cnt,same_home_draw_cnt,same_home_loss_cnt,same_away_win_cnt,same_away_draw_cnt,same_away_loss_cnt,same_home_score_ratio,same_away_score_ratio,home_win_rate,away_win_rate,home_away_goal_diff,home_away_loss_goal_diff,home_goals,away_goals,goal_diff,total_goals,result_1x2,ou25_result
2030897,3009,2025-04-03,英格兰超级联赛,南安普敦,水晶宫,1:1,1:0,5.6,4.05,1.42,1.0,0,Payout,0.15806832861501252,0.21856361487507903,0.6233680565099086,-0.46529972789489604,,Crystal Palace,,,,,,,,,,,,,22.0,23.0,33.2,27.4,28.0,20.0,13.0,13.2,14.4,2.891004623437549,0.029394433117851327,-1.6126775673584954,,0.0,4.65,3.62,1.57,5.6,4.05,1.42,0.15806832861501252,0.21856361487507903,0.6233680565099086,-0.46529972789489604,2.09,3.4,2.8,1.0,2.38,3.4,2.41,1.0,0.37208584221090013,0.2604600895476301,0.3674540682414698,0.0046317739694303195,1:1,南安普敦,水晶宫,0.9,2.0,31.0,69.0,2.7,0.6,81.8,18.2,1,0,9,8,0,2,10.0,80.0,10,1,0,9,8,1,1,10.0,83.0,0.1,0.8,-1.1,2.1,1.0,1.0,0.0,2.0,D,0.0
2030896,3008,2025-04-03,英格兰超级联赛,曼彻斯特城,莱切斯特城,2:0,2:0,,,,-2.0,0,,,,,,Manchester City,,45.0,19.0,39.6,23.1,43.0,22.9,11.4,16.6,11.7,-1.0570032572990145,2.8751901798910358,4.107507860148099,,,,,,,,,,,,,,0.0,,,,,,,,,,,2.21,4.0,2.35,-2.0,2.25,4.0,2.3,-2.0,0.3935828877005348,0.22139037433155082,0.38502673796791453,0.008556149732620255,2:0,曼城,莱切斯特,1.7,0.3,85.0,15.0,1.4,2.3,37.8,62.2,5,1,4,1,0,9,53.0,10.0,10,6,2,2,1,0,9,67.0,10.0,0.5,0.1,1.4,-0.8999999999999999,2.0,0.0,2.0,2.0,H,0.0
2030895,3007,2025-04-03,英格兰超级联赛,伯恩茅斯,伊普斯维奇,1:2,0:1,1.28,4.75,7.25,-1.0,0,Payout,0.6915507806616797,0.18635473668356844,0.12209448265475174,0.569456298006928,Bournemouth,Ipswich Town,34.0,40.0,32.0,31.2,26.0,14.9,8.2,17.2,23.0,2.594595019492653,0.5319022234088645,0.9177481714002784,42.0,24.0,40.6,22.1,44.0,24.8,9.4,15.7,12.7,1.0581685365084397,3.611828192848754,2.2709227841494593,-1.3531746127491808,0.0,1.28,4.75,7.25,1.28,4.75,7.25,0.6915507806616797,0.18635473668356844,0.12209448265475174,0.569456298006928,1.92,3.7,2.96,-1.0,1.92,3.68,2.98,-1.0,0.4616731779603934,0.24087296241411826,0.29745385962548837,0.16421931833490505,1:2,伯恩茅斯,伊普斯,1.6,1.3,55.2,44.8,1.3,2.7,32.5,67.5,3,2,5,1,2,7,37.0,17.0,10,3,3,4,2,3,5,40.0,30.0,0.3,0.1,0.30000000000000004,-1.4000000000000001,1.0,2.0,-1.0,3.0,A,1.0
2030894,3006,2025-04-03,英格兰超级联赛,布赖顿,阿斯顿维拉,0:3,0:0,2.05,3.45,2.85,-1.0,0,Payout,0.43224530168150344,0.25684141114408177,0.3109132871744147,0.12133201450708875,,Aston Villa,,,,,,,,,,,,,33.0,24.0,25.0,30.1,43.0,12.0,12.8,13.1,17.3,0.37993703738270007,0.2725538142416458,0.543067664220031,,0.0,1.84,3.55,3.3,2.05,3.45,2.85,0.43224530168150344,0.25684141114408177,0.3109132871744147,0.12133201450708875,3.45,3.8,1.74,-1.0,4.16,3.9,1.58,-1.0,0.2127850601544263,0.2269707308313881,0.5602442090141857,-0.34745914885975937,0:3,布赖顿,维拉,1.6,2.0,44.4,55.6,1.4,1.0,58.3,41.7,5,3,2,7,2,1,60.0,77.0,10,4,4,2,4,1,5,53.0,43.0,0.5,0.7,-0.3999999999999999,0.3999999999999999,0.0,3.0,-3.0,3.0,A,1.0
2030893,3005,2025-04-03,荷兰甲级联赛,费耶诺德,格罗宁根,4:1,2:1,1.27,4.6,8.0,-1.0,0,Payout,0.6969432976023635,0.19241695390326125,0.11063974849437522,0.5863035491079883,Feyenoord,Groningen,44.0,23.0,38.9,19.4,36.0,21.2,9.8,17.7,9.5,-1.622438403411143,2.6500981465873124,2.962049239237622,25.0,22.0,33.2,21.9,28.0,17.2,8.7,16.0,13.2,-0.9550388326341592,0.7933439042576506,0.0720396731984206,2.8900095660392013,0.0,1.22,4.9,9.5,1.27,4.6,8.0,0.6969432976023635,0.19241695390326125,0.11063974849437522,0.5863035491079883,1.81,3.65,3.3,-1.0,1.97,3.5,2.98,-1.0,0.4496542447705599,0.25309110348514374,0.2972546517442963,0.15239959302626355,4:1,费耶诺德,格罗宁根,1.7,1.1,60.7,39.3,1.0,0.9,52.6,47.4,5,3,2,4,3,3,60.0,50.0,10,7,1,2,1,2,7,73.0,17.0,0.5,0.4,0.5999999999999999,0.09999999999999998,4.0,1.0,3.0,5.0,H,1.0
2030892,3004,2025-04-02,日本职业联赛,川崎前锋,湘南海洋,2:0,0:0,1.61,3.65,4.28,-1.0,0,Payout,0.5502777454886172,0.2427252521196366,0.2069970023917462,0.34328074309687096,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.71,3.6,3.75,1.61,3.65,4.28,0.5502777454886172,0.2427252521196366,0.2069970023917462,0.34328074309687096,3.25,3.5,1.87,-1.0,2.95,3.45,2.0,-1.0,0.3002937656403003,0.2567729300402568,0.44293330431944294,-0.14263953867914264,2:0,川崎前锋,湘南海洋,2.0,1.0,66.7,33.3,0.4,1.4,22.2,77.8,6,2,2,4,2,4,67.0,47.0,10,5,2,3,5,2,3,57.0,57.0,0.6,0.4,1.0,-0.9999999999999999,2.0,0.0,2.0,2.0,H,0.0
2030891,3003,2025-04-02,日本职业联赛,大阪钢巴,町田泽维亚,0:1,0:1,2.9,2.9,2.28,1.0,0,Payout,0.30563002680965146,0.30563002680965146,0.38873994638069703,-0.08310991957104558,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.74,2.9,2.39,2.9,2.9,2.28,0.30563002680965146,0.30563002680965146,0.38873994638069703,-0.08310991957104558,1.43,3.85,5.9,1.0,1.47,3.7,5.6,1.0,0.6024832078159983,0.23936495013230202,0.15815184205169958,0.4443313657642987,0:1,大阪钢巴,町田泽维,1.5,1.4,51.7,48.3,1.5,0.9,62.5,37.5,6,1,3,6,1,3,63.0,63.0,10,5,2,3,4,2,4,57.0,47.0,0.6,0.6,0.10000000000000009,0.6,0.0,1.0,-1.0,1.0,A,0.0
2030890,3002,2025-04-02,日本职业联赛,广岛三箭,鹿岛鹿角,1:0,1:0,1.9,3.3,3.35,-1.0,0,Payout,0.46665259603208104,0.2686787674124103,0.26466863655550865,0.20198395947657238,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.73,3.32,4.0,1.9,3.3,3.35,0.46665259603208104,0.2686787674124103,0.26466863655550865,0.20198395947657238,3.5,3.35,1.84,-1.0,3.96,3.55,1.68,-1.0,0.22358180754869766,0.24940393180080075,0.5270142606505016,-0.30343245310180395,1:0,广岛三箭,鹿岛鹿角,1.4,1.8,43.8,56.3,0.8,0.5,61.5,38.5,5,3,2,7,2,1,60.0,77.0,10,7,1,2,5,2,3,73.0,57.0,0.5,0.7,-0.40000000000000013,0.30000000000000004,1.0,0.0,1.0,1.0,H,0.0
2030889,3001,2025-04-02,日本职业联赛,东京绿茵,东京FC,2:2,1:1,2.13,2.88,3.2,-1.0,0,Payout,0.4157644001732352,0.3074924209614552,0.27674317886530964,0.13902122130792555,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.04,2.95,3.35,2.13,2.88,3.2,0.4157644001732352,0.3074924209614552,0.27674317886530964,0.13902122130792555,4.75,3.45,1.59,-1.0,5.05,3.45,1.56,-1.0,0.1754094353458812,0.2567587386946957,0.567831825959423,-0.3924223906135419,2:2,东京绿茵,东京FC,0.7,0.9,43.8,56.3,1.2,1.0,54.5,45.5,2,4,4,4,1,5,33.0,43.0,10,2,3,5,5,0,5,30.0,50.0,0.2,0.4,-0.20000000000000007,0.19999999999999996,2.0,2.0,0.0,4.0,D,1.0
2030888,2010,2025-04-02,西班牙国王杯,皇家马德里,皇家社会,3:4,1:1,1.31,4.75,6.45,-1.0,0,Payout,0.676182698992485,0.1864840706695064,0.1373332303380086,0.5388494686544764,Real Madrid,Real Sociedad,41.0,17.0,44.7,21.7,45.0,21.9,8.8,22.8,12.9,-0.9036247937847237,3.972631978679345,3.2861036018857277,24.0,27.0,25.8,23.9,21.0,13.5,11.0,12.3,12.9,0.40321585780029884,0.5898258645943176,0.06309985494765384,3.223003746938074,0.0,1.25,5.0,7.8,1.31,4.75,6.45,0.676182698992485,0.1864840706695064,0.1373332303380086,0.5388494686544764,1.87,3.65,3.12,-1.0,2.05,3.4,2.88,-1.0,0.4320127062560664,0.2604782493602753,0.30750904438365834,0.12450366187240808,3:4,皇马,皇家社会,1.7,1.4,54.8,45.2,1.0,1.9,34.5,65.5,7,1,2,3,2,5,73.0,37.0,10,7,2,1,2,1,7,77.0,23.0,0.7,0.3,0.30000000000000004,-0.8999999999999999,3.0,4.0,-1.0,7.0,A,1.0
2030887,2009,2025-04-02,葡萄牙超级联赛,博阿维斯塔,吉维森特,1:3,0:0,3.7,2.9,1.95,1.0,0,Payout,0.23961864406779657,0.30572033898305084,0.45466101694915256,-0.215042372881356,,Gil Vicente FC,,,,,,,,,,,,,22.0,12.0,21.3,15.6,28.0,10.3,6.8,11.0,8.9,-2.0683150956926895,-1.587808052366872,-0.8529606703765557,,0.0,3.2,2.84,2.15,3.7,2.9,1.95,0.23961864406779657,0.30572033898305084,0.45466101694915256,-0.215042372881356,1.52,3.55,5.3,1.0,1.64,3.3,4.65,1.0,0.540640524257478,0.26868195750977697,0.19067751823274492,0.34996300602473307,1:3,博阿维斯,吉维森特,0.6,0.5,54.5,45.5,2.0,1.5,57.1,42.9,1,0,9,1,1,8,10.0,13.0,10,1,2,7,2,2,6,17.0,27.0,0.1,0.1,0.09999999999999998,0.5,1.0,3.0,-2.0,4.0,A,1.0
2030886,2008,2025-04-02,法国杯,敦刻尔克,巴黎圣日尔曼,2:4,2:1,,,,2.0,0,,,,,,Dunkerque,Paris S G,32.0,20.0,,,30.0,,,,,-0.2520057960856992,,1.3628983318252694,,,,,,,,,,,,,,0.0,,,,,,,,,,,2.77,4.22,1.88,2.0,3.27,4.38,1.68,2.0,0.2707822746240975,0.2021593694111413,0.5270583559647611,-0.25627608134066365,2:4,敦刻尔克,巴黎圣曼,1.5,3.6,29.4,70.6,1.5,0.7,68.2,31.8,5,1,4,9,0,1,53.0,90.0,10,7,0,3,10,0,0,70.0,100.0,0.5,0.9,-2.1,0.8,2.0,4.0,-2.0,6.0,A,1.0
2030885,2007,2025-04-02,意大利杯,恩波利,博洛尼亚,0:3,0:2,5.65,3.45,1.51,1.0,0,Payout,0.15675447966660147,0.2567138580047241,0.5865316623286744,-0.4297771826620729,,Bologna,,,,,,,,,,,,,26.0,20.0,25.0,23.6,27.0,12.6,8.7,12.4,14.9,-2.3987788316351657,-0.12066437392137908,0.4232460222864829,,0.0,4.82,3.37,1.6,5.65,3.45,1.51,0.15675447966660147,0.2567138580047241,0.5865316623286744,-0.4297771826620729,2.05,3.22,3.02,1.0,2.21,3.08,2.85,1.0,0.4011278006516385,0.2878222205974419,0.31104997875091966,0.09007782190071884,0:3,恩波利,博洛尼亚,0.5,1.8,21.7,78.3,2.0,0.7,74.1,25.9,0,4,6,8,1,1,13.0,83.0,10,1,2,7,4,5,1,17.0,57.0,0.0,0.8,-1.3,1.3,0.0,3.0,-3.0,3.0,A,1.0
2030884,2006,2025-04-02,英格兰超级联赛,诺丁汉森林,曼彻斯特联,1:0,1:0,2.15,3.08,2.95,-1.0,1,Payout,0.4120541484320084,0.28763520101585,0.3003106505521417,0.1117434978798667,Nottham Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.32,3.06,2.7,2.15,3.08,2.95,0.4120541484320084,0.28763520101585,0.3003106505521417,0.1117434978798667,5.2,4.0,1.46,-1.0,4.55,3.78,1.55,-1.0,0.19458328490061605,0.23422062071370453,0.5711960943856793,-0.37661280948506326,1:0,诺丁汉,曼联,1.9,1.7,52.8,47.2,1.6,1.2,57.1,42.9,3,4,3,4,4,2,43.0,53.0,10,7,3,0,3,4,3,80.0,43.0,0.3,0.4,0.19999999999999996,0.40000000000000013,1.0,0.0,1.0,1.0,H,0.0
2030883,2005,2025-04-02,德国杯,比勒费尔德,勒沃库森,2:1,2:1,11.5,6.7,1.12,2.0,0,Payout,0.07701623663197653,0.13219204795040745,0.7907917154176161,-0.7137754787856395,Arminia,Leverkusen,27.0,24.0,,,19.0,,,,,-0.23988034896582866,,0.2256125640155449,34.0,24.0,29.0,20.4,29.0,16.9,7.6,12.1,12.8,-3.888233720525587,-0.3202843740774968,1.7055091641341682,-1.4798966001186233,0.0,13.0,6.95,1.1,11.5,6.7,1.12,0.07701623663197653,0.13219204795040745,0.7907917154176161,-0.7137754787856395,2.29,3.8,2.33,2.0,2.18,3.9,2.42,2.0,0.40653698375230446,0.2272437498923138,0.3662192663553817,0.04031771739692275,2:1,比勒费,勒沃库森,1.9,1.5,55.9,44.1,0.9,1.4,39.1,60.9,7,1,2,4,3,3,73.0,50.0,10,6,2,2,6,2,2,67.0,67.0,0.7,0.4,0.3999999999999999,-0.4999999999999999,2.0,1.0,1.0,3.0,H,1.0
2030882,2004,2025-04-02,英格兰超级联赛,阿森纳,富勒姆,2:1,1:0,1.33,4.1,7.5,-1.0,0,Payout,0.6659015115422928,0.21601195374420723,0.11808653471349995,0.5478149768287929,Arsenal,Fulham,40.0,14.0,35.8,14.8,49.0,20.0,6.5,15.8,8.3,-0.8007002270874282,1.9322216183457257,2.6232642526408423,30.0,30.0,23.6,29.0,31.0,12.6,13.4,11.0,15.5,0.41881991306917415,0.3904244167523178,0.8135954047425947,1.8096688478982474,0.0,1.33,4.1,7.5,1.33,4.1,7.5,0.6659015115422928,0.21601195374420723,0.11808653471349995,0.5478149768287929,2.19,3.25,2.75,-1.0,2.27,3.05,2.77,-1.0,0.39005258565367334,0.29030143260125857,0.3196459817450681,0.07040660390860526,2:1,阿森纳,富勒姆,2.0,1.2,62.5,37.5,0.9,1.3,40.9,59.1,5,3,2,5,1,4,60.0,53.0,10,5,3,2,5,3,2,60.0,60.0,0.5,0.5,0.8,-0.4,2.0,1.0,1.0,3.0,H,1.0
2030881,2003,2025-04-02,英格兰超级联赛,狼队,西汉姆联,1:0,1:0,2.37,2.95,2.72,-1.0,0,Payout,0.3738718380012953,0.3003648325637525,0.3257633294349522,0.04810850856634313,Wolves,,15.0,41.0,19.8,28.9,7.0,12.6,14.7,7.1,14.1,2.342589315965751,-1.5193081542906517,-1.6278191411727336,,,,,,,,,,,,,,0.0,2.16,2.96,3.05,2.37,2.95,2.72,0.3738718380012953,0.3003648325637525,0.3257633294349522,0.04810850856634313,5.0,3.65,1.53,-1.0,5.55,4.0,1.43,-1.0,0.1595247723564765,0.2213406216446111,0.6191346059989122,-0.45960983364243574,1:0,狼队,西汉姆联,1.2,1.0,54.5,45.5,1.1,1.2,47.8,52.2,4,2,4,3,2,5,47.0,37.0,10,3,2,5,3,3,4,37.0,40.0,0.4,0.3,0.19999999999999996,-0.09999999999999987,1.0,0.0,1.0,1.0,H,0.0
2030880,2002,2025-04-02,荷兰甲级联赛,阿尔克马尔,瓦尔韦克,2:2,1:0,1.19,5.4,9.75,-1.0,0,Payout,0.7449224304420721,0.16415883189371588,0.09091873766421188,0.6540036927778602,AZ Alkmaar,RKC Waalwijk,32.0,28.0,36.1,23.4,28.0,17.2,10.8,18.9,12.6,-0.680568833492864,1.083587154999002,1.211995392416736,33.0,33.0,,,29.0,,,,,0.4027683483873055,,0.4469725934303367,0.7650227989863992,0.0,1.2,5.3,9.4,1.19,5.4,9.75,0.7449224304420721,0.16415883189371588,0.09091873766421188,0.6540036927778602,1.7,3.9,3.52,-1.0,1.66,3.95,3.65,-1.0,0.5333197699151054,0.22412932102761388,0.24255090905728077,0.29076886085782466,2:2,阿尔克马,瓦尔韦克,1.9,1.5,55.9,44.1,1.6,1.5,51.6,48.4,4,4,2,3,1,6,53.0,33.0,10,9,0,1,1,3,6,90.0,20.0,0.4,0.3,0.3999999999999999,0.10000000000000009,2.0,2.0,0.0,4.0,D,1.0
2030879,2001,2025-04-01,韩国职业联赛,蔚山现代,大田市民,2:3,2:2,1.75,3.26,3.98,-1.0,0,Payout,0.505942725230846,0.2715950212128775,0.2224622535562765,0.2834804716745696,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.8,3.2,3.82,1.75,3.26,3.98,0.505942725230846,0.2715950212128775,0.2224622535562765,0.2834804716745696,3.62,3.4,1.79,-1.0,3.55,3.3,1.84,-1.0,0.24968131913318806,0.268596570582672,0.48172211028413997,-0.23204079115095191,2:3,蔚山现代,大田市民,1.1,1.5,42.3,57.7,0.7,0.7,50.0,50.0,5,2,3,7,2,1,57.0,77.0,10,5,1,4,7,2,1,53.0,77.0,0.5,0.7,-0.3999999999999999,0.0,2.0,3.0,-1.0,5.0,A,1.0
2030846,1006,2025-04-01,西班牙甲级联赛,维戈塞尔塔,拉斯帕尔马斯,1:1,1:0,1.42,4.0,5.7,-1.0,0,Payout,0.6233936676327446,0.22130475200962432,0.15530158035763109,0.46809208727511353,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.44,3.95,5.5,1.42,4.0,5.7,0.6233936676327446,0.22130475200962432,0.15530158035763109,0.46809208727511353,2.45,3.4,2.35,-1.0,2.48,3.15,2.45,-1.0,0.3572007127814677,0.28122468815810786,0.3615745990604244,-0.004373886278956685,1:1,塞尔塔,拉帕马斯,1.5,0.9,62.5,37.5,1.3,2.0,39.4,60.6,4,4,2,0,3,7,53.0,10.0,10,6,2,2,3,2,5,67.0,37.0,0.4,0.0,0.6,-0.7,1.0,1.0,0.0,2.0,D,0.0
2030845,1005,2025-04-01,法国乙级联赛,巴黎FC,卡昂,4:2,3:0,1.29,4.55,7.45,-1.0,0,Payout,0.6864968862336084,0.1946331831299681,0.11886993063642348,0.5676269555971849,Paris FC,,22.0,31.0,22.3,27.9,16.0,11.8,11.4,10.6,16.6,-3.0407387647812194,-0.8024495611340202,-0.06641988300678052,,,,,,,,,,,,,,0.0,1.43,3.8,6.0,1.29,4.55,7.45,0.6864968862336084,0.1946331831299681,0.11886993063642348,0.5676269555971849,2.52,3.2,2.38,-1.0,2.03,3.36,2.95,-1.0,0.43624264456699224,0.2635632644258911,0.30019409100711664,0.1360485535598756,4:2,巴黎FC,卡昂,1.7,0.5,77.3,22.7,1.3,1.5,46.4,53.6,7,0,3,1,1,8,70.0,13.0,10,6,3,1,2,0,8,70.0,20.0,0.7,0.1,1.2,-0.19999999999999996,4.0,2.0,2.0,6.0,H,1.0
2030844,1004,2025-04-01,意大利甲级联赛,拉齐奥,都灵,1:1,0:0,1.69,3.1,4.64,-1.0,1,Payout,0.5237287271615098,0.2855166286783714,0.19075464416011886,0.33297408300139086,Lazio,Torino,21.0,16.0,21.4,25.3,28.0,14.3,12.5,7.1,12.8,-1.5924067868575347,-0.7237721420094037,-0.7034862519886075,21.0,32.0,23.9,28.1,23.0,12.8,17.1,11.0,11.0,-0.12435620530429654,-0.6804226126000159,-1.3905504139255058,0.6870641619368983,0.0,1.58,3.45,4.85,1.69,3.1,4.64,0.5237287271615098,0.2855166286783714,0.19075464416011886,0.33297408300139086,3.0,3.2,2.07,-1.0,3.38,3.2,1.92,-1.0,0.2620087336244542,0.27674672489082974,0.4612445414847162,-0.19923580786026202,1:1,拉齐奥,都灵,1.5,1.5,50.0,50.0,1.5,1.0,60.0,40.0,4,4,2,4,5,1,53.0,57.0,10,3,5,2,2,5,3,47.0,37.0,0.4,0.4,0.0,0.5,1.0,1.0,0.0,2.0,D,0.0
2030843,1003,2025-04-01,瑞典超级联赛,哥德堡盖斯,AIK索尔纳,0:1,0:0,2.46,3.0,2.57,1.0,0,Payout,0.3600750973743941,0.29526157984700313,0.3446633227786029,0.015411774595791183,,AIK Stockholm,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.85,3.0,2.25,2.46,3.0,2.57,0.3600750973743941,0.29526157984700313,0.3446633227786029,0.015411774595791183,1.49,3.8,5.15,1.0,1.38,4.1,6.2,1.0,0.6413685219760812,0.2158752586163395,0.14275621940757932,0.49861230256850186,0:1,盖斯,索尔纳,1.5,0.9,62.5,37.5,1.3,1.5,46.4,53.6,6,0,4,3,2,5,60.0,37.0,10,4,3,3,3,1,6,50.0,33.0,0.6,0.3,0.6,-0.19999999999999996,0.0,1.0,-1.0,1.0,A,0.0
2030842,1002,2025-04-01,瑞典超级联赛,韦纳穆,天狼星,1:2,0:0,2.3,3.2,2.62,-1.0,0,Payout,0.38511713367018835,0.27680293982544785,0.33807992650436375,0.0470372071658246,V?rnamo,Sirius,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.19,3.2,2.78,2.3,3.2,2.62,0.38511713367018835,0.27680293982544785,0.33807992650436375,0.0470372071658246,4.75,3.9,1.51,-1.0,4.9,4.0,1.48,-1.0,0.18064201147320882,0.22128646405468083,0.5980715244721103,-0.4174295129989015,1:2,韦纳穆,天狼星,1.4,1.5,48.3,51.7,1.5,1.8,45.5,54.5,3,3,4,5,0,5,40.0,50.0,10,4,3,3,3,0,7,50.0,30.0,0.3,0.5,-0.10000000000000009,-0.30000000000000004,1.0,2.0,-1.0,3.0,A,1.0
2030841,1001,2025-04-01,意大利甲级联赛,维罗纳,帕尔马,0:0,0:0,2.28,3.0,2.8,-1.0,0,Payout,0.388457269700333,0.295227524972253,0.316315205327414,0.07214206437291903,Hellas Verona,Parma,15.0,31.0,19.8,24.7,13.0,8.4,9.3,11.5,15.5,0.5882137220912296,-1.2471545808837354,-2.577842103124315,14.0,22.0,18.0,24.4,22.0,8.7,14.0,9.3,10.4,0.006155520184692114,-1.8533982114135523,-2.4790078289661874,-0.0988342741581274,0.0,2.11,3.1,3.0,2.28,3.0,2.8,0.388457269700333,0.295227524972253,0.316315205327414,0.07214206437291903,4.7,3.65,1.56,-1.0,5.85,3.65,1.46,-1.0,0.1512953367875648,0.24248704663212436,0.6062176165803109,-0.45492227979274613,0:0,维罗纳,帕尔马,0.5,1.0,33.3,66.7,1.6,1.5,51.6,48.4,3,1,6,1,3,6,33.0,20.0,10,2,1,7,1,3,6,23.0,20.0,0.3,0.1,-0.5,0.10000000000000009,0.0,0.0,0.0,0.0,D,0.0
2030959,6006,2025-04-05,英格兰超级联赛,埃弗顿,阿森纳,1:1,0:1,4.0,2.95,1.85,1.0,0,Payout,0.22133225185034983,0.3001115279326777,0.4785562202169725,-0.2572239683666227,Everton,Arsenal,23.0,25.0,23.6,30.2,29.0,13.5,15.3,10.1,14.9,2.431488543745274,-0.21692643675067252,-0.948763665523857,40.0,14.0,35.8,14.8,49.0,20.0,6.5,15.8,8.3,-0.8007002270874282,1.9322216183457257,2.6232642526408423,-3.5720279181646992,0.0,4.8,3.15,1.66,4.0,2.95,1.85,0.22133225185034983,0.3001115279326777,0.4785562202169725,-0.2572239683666227,1.95,3.15,3.35,1.0,1.72,3.4,3.95,1.0,0.5151119975452593,0.2605860693464253,0.2243019331083154,0.2908100644369439,1:1,埃弗顿,阿森纳,1.4,2.0,41.2,58.8,1.1,0.9,55.0,45.0,3,5,2,5,3,2,47.0,60.0,10,3,4,3,6,3,1,43.0,70.0,0.3,0.5,-0.6000000000000001,0.20000000000000007,1.0,1.0,0.0,2.0,D,0.0
2030958,6005,2025-04-05,澳大利亚超级联赛,阿德莱德联,悉尼FC,2:3,0:1,2.43,4.0,2.14,-1.0,0,Payout,0.3645624824320065,0.22147170807744399,0.4139658094905495,-0.049403327058543,,Sydney FC,,,,,,,,,,,,,18.0,7.0,,,22.0,,,,,-0.5793928683222014,,0.682792530020492,,0.0,2.05,4.0,2.56,2.43,4.0,2.14,0.3645624824320065,0.22147170807744399,0.4139658094905495,-0.049403327058543,3.75,4.35,1.58,-1.0,4.65,4.65,1.43,-1.0,0.19041278295605857,0.19041278295605857,0.619174434087883,-0.4287616511318244,2:3,阿德莱德,悉尼FC,2.0,2.1,48.8,51.2,2.8,1.4,66.7,33.3,2,3,5,4,5,1,30.0,57.0,10,3,4,3,3,5,2,43.0,47.0,0.2,0.4,-0.10000000000000009,1.4,2.0,3.0,-1.0,5.0,A,1.0
2030957,6004,2025-04-05,韩国职业联赛,金泉尚武,大邱FC,2:0,2:0,1.65,3.65,4.02,-1.0,0,Payout,0.5369120149294692,0.24271365058455455,0.22037433448597618,0.31653768044349295,Sangju Sangmu,Daegu,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.82,3.4,3.5,1.65,3.65,4.02,0.5369120149294692,0.24271365058455455,0.22037433448597618,0.31653768044349295,3.6,3.6,1.75,-1.0,3.3,3.15,1.97,-1.0,0.2686189208492955,0.2814102980325953,0.44997078111810923,-0.18135186026881372,2:0,金泉尚武,大邱FC,1.3,1.5,46.4,53.6,0.9,1.9,32.1,67.9,5,2,3,3,1,6,57.0,33.0,10,5,3,2,2,3,5,60.0,30.0,0.5,0.3,-0.19999999999999996,-0.9999999999999999,2.0,0.0,2.0,2.0,H,0.0
2030956,6003,2025-04-05,澳大利亚超级联赛,墨尔本城,中央海岸水手,1:0,1:0,1.25,4.9,8.0,-1.0,0,Payout,0.7085404428377767,0.18075011296882057,0.11070944419340262,0.5978309986443742,Melb City,,12.0,11.0,,,17.0,,,,,-0.5551419740824606,,0.6415323212401082,,,,,,,,,,,,,,0.0,1.26,4.8,7.85,1.25,4.9,8.0,0.7085404428377767,0.18075011296882057,0.11070944419340262,0.5978309986443742,1.92,3.6,3.02,-1.0,1.88,3.6,3.13,-1.0,0.4710623568167756,0.24599923078209396,0.2829384124011304,0.18812394441564523,1:0,墨尔本城,中央海岸,1.0,1.2,45.5,54.5,1.0,2.2,31.3,68.8,5,1,4,1,4,5,53.0,23.0,10,6,1,3,2,5,3,63.0,37.0,0.5,0.1,-0.19999999999999996,-1.2000000000000002,1.0,0.0,1.0,1.0,H,0.0
