initial_capital,final_capital,total_profit,roi,total_bets,winning_bets,win_rate,max_drawdown
10000.0,-91273.15999999979,-101273.15999999979,-1012.7315999999979,9160,2183,0.23831877729257642,-1018.0923399790111
