Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
Ligue 2,1,Sat,2023-08-05,15:00 (21:00),Saint-Étienne,0–1,Grenoble,25412,Stade Geoffroy-Guichard,Pierre Legat,Match Report,
Ligue 2,1,Sat,2023-08-05,19:00 (01:00),Ajaccio,1–1,Rodez Aveyron,,Stade François Coty,Mikael Lesage,Match Report,
Ligue 2,1,Sat,2023-08-05,19:00 (01:00),Annecy,1–4,Guingamp,,Stade Auguste-Bonal,Olivier Thual,Match Report,
Ligue 2,1,Sat,2023-08-05,19:00 (01:00),Dunkerque,2–2,Troyes,4200,Stade Marcel-Tribut,Remi Landry,Match Report,
Ligue 2,1,Sat,2023-08-05,19:00 (01:00),Amiens,1–0,Quevilly-Rouen,5662,Stade Crédit Agricole la Licorne,Azzedine Souifi,Match Report,
Ligue 2,1,Sat,2023-08-05,19:00 (01:00),Stade Laval,1–0,Angers,8912,Stade Francis Le Basser,Hakim Ben El Hadj Salem,Match Report,
Ligue 2,1,Sat,2023-08-05,19:00 (01:00),Paris FC,0–2,Caen,1056,Stade Sébastien Charléty,Nicolas Rainville,Match Report,
Ligue 2,1,Sat,2023-08-05,19:00 (01:00),Valenciennes,1–4,Auxerre,6259,Stade du Hainaut,Faouzi Benchabane,Match Report,
Ligue 2,1,Sat,2023-08-05,19:00 (01:00),US Concarneau,0–0,Bastia,1875,Stade du Roudourou,Guillaume Paradis,Match Report,
Ligue 2,1,Mon,2023-08-07,20:45 (02:45),Pau FC,3–0,Bordeaux,3652,Stade Nouste Camp,Karim Abed,Match Report,
,,,,,,,,,,,,
Ligue 2,2,Sat,2023-08-12,15:00 (21:00),Rodez Aveyron,2–1,Saint-Étienne,3263,Stade Paul Lignon,Benjamin Lepaysant,Match Report,
Ligue 2,2,Sat,2023-08-12,19:00 (01:00),Auxerre,0–1,Amiens,14682,Stade de l'Abbé Deschamps,Olivier Thual,Match Report,
Ligue 2,2,Sat,2023-08-12,19:00 (01:00),Caen,2–0,Pau FC,15168,Stade Michel d'Ornano,Ahmed Taleb,Match Report,
Ligue 2,2,Sat,2023-08-12,19:00 (01:00),Grenoble,2–0,Paris FC,3743,Stade des Alpes,Guillaume Paradis,Match Report,
Ligue 2,2,Sat,2023-08-12,19:00 (01:00),Troyes,3–1,Stade Laval,4697,Stade de l'Aube,Abdelatif Kherradji,Match Report,
Ligue 2,2,Sat,2023-08-12,19:00 (01:00),Angers,0–0,Annecy,5083,Stade Raymond Kopa,Karim Abed,Match Report,
Ligue 2,2,Sat,2023-08-12,19:00 (01:00),Guingamp,0–1,Dunkerque,8294,Stade du Roudourou,Azzedine Souifi,Match Report,
Ligue 2,2,Sat,2023-08-12,19:00 (01:00),Bastia,3–0,Valenciennes,14127,Stade Armand Césari,Romain Lissorgue,Match Report,
Ligue 2,2,Sat,2023-08-12,19:00 (01:00),Quevilly-Rouen,0–1,Ajaccio,2705,Stade Robert Diochon,Antoine Valnet,Match Report,
Ligue 2,2,Mon,2023-08-14,20:45 (02:45),Bordeaux,1–0,US Concarneau,24574,Stade Matmut-Atlantique,Aurélien Petit,Match Report,
,,,,,,,,,,,,
Ligue 2,3,Sat,2023-08-19,15:00 (21:00),Angers,2–2,Auxerre,6406,Stade Raymond Kopa,Abdelatif Kherradji,Match Report,
Ligue 2,3,Sat,2023-08-19,19:00 (01:00),Valenciennes,0–0,Guingamp,4986,Stade du Hainaut,Antoine Valnet,Match Report,
Ligue 2,3,Sat,2023-08-19,19:00 (01:00),US Concarneau,0–2,Caen,3001,Stade Francis-Le Blé,Thierry Bouille,Match Report,
Ligue 2,3,Sat,2023-08-19,19:00 (01:00),Annecy,3–0,Dunkerque,3966,Stade Auguste-Bonal,Faouzi Benchabane,Match Report,
Ligue 2,3,Sat,2023-08-19,19:00 (01:00),Grenoble,0–0,Troyes,4425,Stade des Alpes,Nicolas Rainville,Match Report,
Ligue 2,3,Sat,2023-08-19,19:00 (01:00),Pau FC,2–0,Paris FC,2936,Stade Nouste Camp,Remi Landry,Match Report,
Ligue 2,3,Sat,2023-08-19,19:00 (01:00),Amiens,2–1,Bastia,6558,Stade Crédit Agricole la Licorne,Pierre Legat,Match Report,
Ligue 2,3,Sat,2023-08-19,19:00 (01:00),Saint-Étienne,2–1,Quevilly-Rouen,24103,Stade Geoffroy-Guichard,Mikael Lesage,Match Report,
Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
