Round,Wk,Day,Date,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee,Match Report,Notes
Eredivisie,34,Sun,2024-05-19,14:30 (20:30),AZ Alkmaar,0.7,3–3,2.7,Utrecht,18937,AFAS Stadion,Bas Nijhuis,Match Report,
,,,,,,,,,,,,,,
Semi-finals,,Tue,2024-05-21,20:00 (02:00),NAC Breda,,1–1,,Emmen,18361,Rat Verlegh Stadion,Marc Nagtegaal,Match Report,Leg 1 of 2
Semi-finals,,Wed,2024-05-22,18:45 (00:45),ADO Den Haag,,1–2,,Excelsior,11935,Bingoal Stadion,Sander van der Eijk,Match Report,Leg 1 of 2
European competition qualification play-offs — Semi-finals,,Thu,2024-05-23,18:45 (00:45),NEC Nijmegen,1.4,1–2,2.6,Go Ahead Eag,12036,Goffertstadion,Bas Nijhuis,Match Report,
European competition qualification play-offs — Semi-finals,,Thu,2024-05-23,21:00 (03:00),Utrecht,2.4,3–1,0.9,Sparta R'dam,20092,Stadion Galgenwaard,Danny Makkelie,Match Report,
Semi-finals,,Sat,2024-05-25,16:30 (22:30),Emmen,,0–3,,NAC Breda,8309,De Oude Meerdijk,Rob Dieperink,Match Report,Leg 2 of 2; NAC Breda won
Semi-finals,,Sat,2024-05-25,20:00 (02:00),Excelsior,,7–1,,ADO Den Haag,4400,Van Donge & De Roo Stadion,Jeroen Manschot,Match Report,Leg 2 of 2; Excelsior won
European competition qualification play-offs — Finals,,Sun,2024-05-26,18:00 (00:00),Utrecht,4.0,1–2,2.4,Go Ahead Eag,22574,Stadion Galgenwaard,Allard Lindhout,Match Report,Required Extra Time
Final,,Tue,2024-05-28,20:00 (02:00),NAC Breda,,6–2,,Excelsior,19000,Rat Verlegh Stadion,Dennis Higler,Match Report,Leg 1 of 2
Final,,Sun,2024-06-02,18:00 (00:00),Excelsior,,4–1,,NAC Breda,4500,Van Donge & De Roo Stadion,Danny Makkelie,Match Report,Leg 2 of 2; NAC Breda won
