Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
League One,1,Sat,2023-08-05,15:00 (22:00),Derby County,1–2,Wigan Athletic,29957,Pride Park Stadium,Scott Oldham,Match Report,
League One,1,Sat,2023-08-05,15:00 (22:00),Portsmouth,1–1,Bristol Rovers,19165,Fratton Park,Samuel Allison,Match Report,
League One,1,Sat,2023-08-05,15:00 (22:00),Carlisle United,1–1,Fleetwood Town,10279,Brunton Park,Peter Wright,Match Report,
League One,1,Sat,2023-08-05,15:00 (22:00),Wycombe,0–3,Exeter City,5369,Adams Park,Charles Breakspear,Match Report,
League One,1,Sat,2023-08-05,15:00 (22:00),Shrewsbury,1–0,Cheltenham,6599,The Croud Meadow,Chris Pollard,Match Report,
League One,1,Sat,2023-08-05,15:00 (22:00),Blackpool,2–0,Burton Albion,10943,Bloomfield Road,Seb Stockbridge,Match Report,
League One,1,Sat,2023-08-05,15:00 (22:00),Cambridge Utd,2–0,Oxford United,7435,Cledara Abbey Stadium,Sunny Gill,Match Report,
League One,1,Sat,2023-08-05,15:00 (22:00),Barnsley,7–0,Port Vale,13796,Oakwell Stadium,David Rock,Match Report,
League One,1,Sat,2023-08-05,15:00 (22:00),Northampton,0–1,Stevenage,7049,Sixfields Stadium,Lewis Smith,Match Report,
League One,1,Sat,2023-08-05,15:00 (22:00),Charlton Ath,1–0,Leyton Orient,18512,The Valley,Andrew Kitchen,Match Report,
League One,1,Sat,2023-08-05,15:00 (22:00),Bolton,3–0,Lincoln City,20143,Toughsheet Community Stadium,Will Finnie,Match Report,
League One,1,Sat,2023-08-05,15:00 (22:00),Reading,0–1,P'borough Utd,13976,Select Car Leasing Stadium,Simon Mather,Match Report,
,,,,,,,,,,,,
League One,2,Sat,2023-08-12,15:00 (22:00),Burton Albion,0–3,Derby County,6410,Pirelli Stadium,James Bell,Match Report,
League One,2,Sat,2023-08-12,15:00 (22:00),Wigan Athletic,2–1,Northampton,10095,The DW Stadium,Ross Joyce,Match Report,
League One,2,Sat,2023-08-12,15:00 (22:00),Lincoln City,3–0,Wycombe,7543,LNER Stadium,Adam Herczeg,Match Report,
League One,2,Sat,2023-08-12,15:00 (22:00),Fleetwood Town,0–2,Cambridge Utd,3316,Highbury Stadium,Seb Stockbridge,Match Report,
League One,2,Sat,2023-08-12,15:00 (22:00),Leyton Orient,0–4,Portsmouth,8372,Gaughan Group Stadium,Oliver Yates,Match Report,
League One,2,Sat,2023-08-12,15:00 (22:00),Port Vale,1–0,Reading,8789,Vale Park,Peter Wright,Match Report,
League One,2,Sat,2023-08-12,15:00 (22:00),Bristol Rovers,1–1,Barnsley,7929,Memorial Stadium,Carl Brook,Match Report,
League One,2,Sat,2023-08-12,15:00 (22:00),Oxford United,1–0,Carlisle United,7964,The Kassam Stadium,Jeremy Simpson,Match Report,
League One,2,Sat,2023-08-12,15:00 (22:00),Cheltenham,0–3,Bolton,4898,The Completely-Suzuki Stadium,David Rock,Match Report,
League One,2,Sat,2023-08-12,15:00 (22:00),P'borough Utd,1–0,Charlton Ath,9100,Weston Homes Stadium,Lee Swabey,Match Report,
League One,2,Sat,2023-08-12,15:00 (22:00),Exeter City,0–0,Blackpool,7340,St. James' Park,Sam Purkiss,Match Report,
League One,2,Sat,2023-08-12,15:00 (22:00),Stevenage,2–0,Shrewsbury,3962,The Lamex Stadium,Craig Hicks,Match Report,
,,,,,,,,,,,,
League One,3,Tue,2023-08-15,19:45 (02:45),Derby County,1–2,Oxford United,25292,Pride Park Stadium,Ben Toner,Match Report,
League One,3,Tue,2023-08-15,19:45 (02:45),Blackpool,0–0,Port Vale,11416,Bloomfield Road,Ross Joyce,Match Report,
League One,3,Tue,2023-08-15,19:45 (02:45),Carlisle United,1–1,Wigan Athletic,8649,Brunton Park,Marc Edwards,Match Report,
